date,total_sales,mean_sales_per_row,median_sales_per_row,total_promotion_units,rows_with_promotion,zero_sales_rows,total_rows,calendar_event_count,transferred_event_count,unique_locale_names,non_transferred_event_count,is_calendar_event,has_non_transferred_event,has_transferred_event,holiday_type_additional,holiday_type_bridge,holiday_type_event,holiday_type_holiday,holiday_type_transfer,holiday_type_work_day,holiday_locale_local,holiday_locale_national,holiday_locale_regional,rows_with_promotion_pct,zero_sales_pct,is_year_start
2016-08-02,777592.8388893,436.3596177829966,21.0,7884,627,328,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.35185185185185186,0.1840628507295174,False
2016-08-03,779844.8100532,437.62335019820426,21.0,13361,676,335,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3793490460157127,0.18799102132435466,False
2016-08-04,622883.098161,349.54158145959593,19.0745,5955,601,327,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3372615039281706,0.1835016835016835,False
2016-08-05,704092.7391311,395.1137705561728,22.0,11624,712,324,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,1,0,0,0.3995510662177329,0.18181818181818182,False
2016-08-06,858903.2119025,481.988334400954,30.0,6266,595,286,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3338945005611672,0.16049382716049382,False
2016-08-07,904321.436838,507.47555378114475,26.3885,7562,621,288,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3484848484848485,0.16161616161616163,False
2016-08-08,715195.5388238,401.34429788092035,19.0,6231,592,316,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.33221099887766553,0.17732884399551066,False
2016-08-09,635538.981035,356.64364816778897,18.0,8593,618,315,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3468013468013468,0.17676767676767677,False
2016-08-10,658457.436112,369.50473406958474,21.0,13998,691,329,1782,1,1,1,0,True,False,True,0,0,0,1,0,0,0,1,0,0.3877665544332211,0.18462401795735128,False
2016-08-11,596729.279945,334.8649157940516,20.0,6448,669,316,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.37542087542087543,0.17732884399551066,False
2016-08-12,745662.5051491,418.4413609141975,26.4065,11760,777,289,1782,1,0,1,1,True,True,False,0,0,0,0,1,0,0,1,0,0.43602693602693604,0.16217732884399552,False
2016-08-13,714905.9190669,401.1817727648148,24.126998999999998,6521,690,300,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3872053872053872,0.16835016835016836,False
2016-08-14,761826.1289779,427.51185688995514,24.0,7400,666,294,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.37373737373737376,0.16498316498316498,False
2016-08-15,720032.299881,404.0585296750842,19.541,6925,659,337,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,1,0,0,0.36980920314253646,0.18911335578002245,False
2016-08-16,718671.651353,403.29497831257015,20.0,8896,636,333,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3569023569023569,0.18686868686868688,False
2016-08-17,725945.703034,407.3769377295174,20.0,14445,683,341,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3832772166105499,0.19135802469135801,False
2016-08-18,577350.5209386,323.990191323569,18.5,6847,644,354,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3613916947250281,0.19865319865319866,False
2016-08-19,678767.115815,380.90186072671156,21.0,12171,726,336,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.4074074074074074,0.18855218855218855,False
2016-08-20,828986.33584,465.19996399551064,27.0,7317,657,308,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3686868686868687,0.1728395061728395,False
2016-08-21,901870.149939,506.0999719074074,26.0,8091,638,321,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.35802469135802467,0.18013468013468015,False
2016-08-22,714866.233843,401.1595027177329,18.0,6907,615,358,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3451178451178451,0.20089786756453423,False
2016-08-23,660819.9779755,370.83051513776655,17.0,8720,608,359,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.34118967452300786,0.20145903479236812,False
2016-08-24,674613.0479498,378.57073397856345,18.0,13484,636,368,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,1,0,0,0.3569023569023569,0.20650953984287318,False
2016-08-25,554421.529139,311.1231925583614,16.0,5714,600,369,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3367003367003367,0.20707070707070707,False
2016-08-26,646698.272887,362.9058770409652,18.0,11058,681,356,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.38215488215488214,0.19977553310886645,False
2016-08-27,791047.534486,443.9099520123457,25.0,6313,639,343,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.35858585858585856,0.19248035914702583,False
2016-08-28,858802.419759,481.9317731531986,23.0,7180,626,332,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.35129068462401797,0.186307519640853,False
2016-08-29,671845.736816,377.01780966105497,16.0,6096,596,353,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3344556677890011,0.19809203142536475,False
2016-08-30,624711.335056,350.5675280897868,16.0,8397,585,367,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3282828282828283,0.2059483726150393,False
2016-08-31,731430.1240452,410.4546150646464,19.0,14079,691,355,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3877665544332211,0.19921436588103256,False
2016-09-01,718105.570925,402.97731252805835,20.0,6204,663,348,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3720538720538721,0.19528619528619529,False
2016-09-02,837129.587642,469.7696900347924,23.0,11445,751,338,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.4214365881032548,0.18967452300785634,False
2016-09-03,1057581.210918,593.4799163400673,31.0,5986,693,311,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3888888888888889,0.1745230078563412,False
2016-09-04,1109985.857533,622.8876866066217,28.0,6669,681,317,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.38215488215488214,0.17789001122334455,False
2016-09-05,813763.2950235,456.65729238131314,21.0,5446,652,350,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3658810325476992,0.19640852974186307,False
2016-09-06,751583.025072,421.76376266666665,20.5,7130,606,357,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3400673400673401,0.20033670033670034,False
2016-09-07,738543.916999,414.4466425359147,17.0,12437,623,377,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3496071829405163,0.21156004489337824,False
2016-09-08,595849.2986095,334.3710991074636,18.0,5757,592,372,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.33221099887766553,0.20875420875420875,False
2016-09-09,658969.026968,369.7918220920314,20.430999999999997,11435,745,365,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.4180695847362514,0.2048260381593715,False
2016-09-10,915938.559049,513.9947020476992,27.198999999999998,6595,629,349,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.35297418630751964,0.19584736251402918,False
2016-09-11,1017369.2242663,570.9142672650393,26.0,7187,640,334,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.35914702581369246,0.18742985409652077,False
2016-09-12,678776.4591265,380.9071038869248,17.0,5902,569,368,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.31930415263748596,0.20650953984287318,False
2016-09-13,603427.946974,338.6239882008978,16.0,7836,546,391,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3063973063973064,0.21941638608305275,False
2016-09-14,624262.071976,350.315416372615,16.0,13238,609,396,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.34175084175084175,0.2222222222222222,False
2016-09-15,568324.812986,318.9252598125701,16.0,8373,574,391,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3221099887766554,0.21941638608305275,False
2016-09-16,691912.601466,388.27867646801343,19.0,14453,744,380,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.4175084175084175,0.2132435465768799,False
2016-09-17,899219.297508,504.61240039730643,28.0,9645,639,344,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.35858585858585856,0.19304152637485972,False
2016-09-18,1018662.657394,571.6400995476992,26.0,10453,639,346,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.35858585858585856,0.1941638608305275,False
2016-09-19,681159.341976,382.24429964983165,17.0,8924,598,369,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.33557800224466894,0.20707070707070707,False
2016-09-20,650980.3219717001,365.308822655275,16.0,10992,555,385,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3114478114478115,0.21604938271604937,False
2016-09-21,666928.400013,374.2583613989899,15.120000000000001,16166,600,379,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3367003367003367,0.21268237934904602,False
2016-09-22,533276.332017,299.25720090740737,15.0,9185,590,394,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.33108866442199775,0.22109988776655443,False
2016-09-23,663685.9846653,372.438824166835,19.0,14938,757,380,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.42480359147025815,0.2132435465768799,False
2016-09-24,861830.389997,483.63097081762066,26.0,10165,661,351,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.37093153759820424,0.19696969696969696,False
2016-09-25,952352.5509251,534.4290409231762,24.5,10902,659,344,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.36980920314253646,0.19304152637485972,False
2016-09-26,664217.4402937,372.73705964854094,16.0,9248,623,378,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3496071829405163,0.21212121212121213,False
2016-09-27,587908.3278165,329.9148865412458,15.0,11118,611,377,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.34287317620650953,0.21156004489337824,False
2016-09-28,631761.1750463,354.523667253816,16.0,15766,637,372,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,1,0,0,0.3574635241301908,0.20875420875420875,False
2016-09-29,520744.9210333,292.22498374483723,14.0,8746,582,377,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3265993265993266,0.21156004489337824,False
2016-09-30,703198.490806,394.61194770258135,19.0,14020,702,374,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3939393939393939,0.20987654320987653,False
2016-10-01,1175033.65823,659.3903806004489,31.3029995,9040,659,338,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.36980920314253646,0.18967452300785634,False
2016-10-02,1256480.1709663,705.0954943694163,27.5,10009,662,327,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.37149270482603813,0.1835016835016835,False
2016-10-03,833060.55889,467.48628445005613,18.0,8527,632,371,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3546576879910213,0.20819304152637486,False
2016-10-04,724113.096039,406.34853874242424,18.0,11381,597,381,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.335016835016835,0.2138047138047138,False
2016-10-05,749712.3000211,420.71397307581367,17.0,16510,638,378,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.35802469135802467,0.21212121212121213,False
2016-10-06,581429.340158,326.27909099775536,17.0,8844,684,380,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3838383838383838,0.2132435465768799,False
2016-10-07,797612.239327,447.5938492295174,19.0,14565,769,371,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,1,0,0,0.43153759820426485,0.20819304152637486,False
2016-10-08,932551.706831,523.317456134119,28.0,9965,698,352,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.39169472502805835,0.19753086419753085,False
2016-10-09,1088251.479908,610.6910661661055,25.0,10957,694,345,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,0,1,0,0.3894500561167228,0.1936026936026936,False
2016-10-10,725312.8469015,407.0217996080247,17.0,9518,684,367,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3838383838383838,0.2059483726150393,False
2016-10-11,625271.993952,350.8821514882155,16.0,11499,676,377,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3793490460157127,0.21156004489337824,False
2016-10-12,665126.077693,373.2469571790123,17.0,15499,681,372,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.38215488215488214,0.20875420875420875,False
2016-10-13,558859.8909975,313.61385577861955,15.0,9141,661,372,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.37093153759820424,0.20875420875420875,False
2016-10-14,667954.207226,374.8340107890011,17.5,14622,769,364,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.43153759820426485,0.20426487093153758,False
2016-10-15,890613.591114,499.78315999663295,26.0,9962,712,320,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3995510662177329,0.17957351290684623,False
2016-10-16,1104504.6882152,619.8118340152638,26.5,11029,715,317,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.4012345679012346,0.17789001122334455,False
2016-10-17,710456.4240015,398.6848619537037,16.0,8913,645,353,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.36195286195286197,0.19809203142536475,False
2016-10-18,630638.592023,353.8937104506173,15.0,10764,659,368,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.36980920314253646,0.20650953984287318,False
2016-10-19,647823.468973,363.53730020931533,15.0,15074,693,358,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.3888888888888889,0.20089786756453423,False
2016-10-20,583001.280078,327.16121216498317,16.698,8438,681,355,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.38215488215488214,0.19921436588103256,False
2016-10-21,669453.5420583,375.6753883604377,19.0,13952,797,350,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.44725028058361394,0.19640852974186307,False
2016-10-22,843626.415914,473.4154971459035,27.0,8824,711,326,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.398989898989899,0.1829405162738496,False
2016-10-23,1022953.689959,574.0480863967452,26.0,10108,723,312,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.4057239057239057,0.1750841750841751,False
2016-10-24,668507.6451983,375.1445820416947,15.0,8278,645,352,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.36195286195286197,0.19753086419753085,False
2016-10-25,610590.8979547,342.6436015458474,15.0,10318,659,360,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.36980920314253646,0.20202020202020202,False
2016-10-26,633413.8905697,355.4511170424804,17.0,20046,797,380,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.44725028058361394,0.2132435465768799,False
2016-10-27,544361.4798829,305.47782260544335,16.0,12296,730,343,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.409652076318743,0.19248035914702583,False
2016-10-28,638838.252231,358.49509103872055,19.5,18399,1001,336,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.5617283950617284,0.18855218855218855,False
2016-10-29,841074.6969995,471.98355611644223,26.0,15002,935,298,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.5246913580246914,0.16722783389450055,False
2016-10-30,954838.191008,535.82390067789,27.0,15945,963,298,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.5404040404040404,0.16722783389450055,False
2016-10-31,654923.5029715,367.52160660578005,17.0,13089,836,337,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.4691358024691358,0.18911335578002245,False
2016-11-01,811832.445984,455.57376317845114,24.0,15036,767,315,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.43041526374859707,0.17676767676767677,False
2016-11-02,969033.618953,543.7899096257015,28.0,21832,871,299,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,0,1,0,0.4887766554433221,0.16778900112233447,False
2016-11-03,793811.6841115,445.46110219500565,24.0,13041,753,306,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,0,1,0,0.4225589225589226,0.1717171717171717,False
2016-11-04,858468.216477,481.74422922390573,25.5,17726,793,315,1782,1,0,1,1,True,True,False,0,1,0,0,0,0,0,1,0,0.4450056116722783,0.17676767676767677,False
2016-11-05,887751.298669,498.17693528002246,25.5,13143,745,312,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.4180695847362514,0.1750841750841751,False
2016-11-06,1140367.104134,639.9366465398429,26.919,14731,787,285,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,0,0,1,0.44163860830527496,0.15993265993265993,False
2016-11-07,849451.0429045,476.68408692732885,19.0,12332,715,326,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,0,0,1,0.4012345679012346,0.1829405162738496,False
2016-11-08,767439.628434,430.6619688181818,18.932000000000002,13995,700,340,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.39281705948372614,0.19079685746352412,False
2016-11-09,790276.839009,443.47746296801347,19.0,21413,845,342,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.47418630751964086,0.1919191919191919,False
2016-11-10,588241.7590247,330.1019972080247,16.625500000000002,11964,795,347,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,1,0,0,0.44612794612794615,0.1947250280583614,False
2016-11-11,713396.4541223,400.3347105063412,20.0,17688,859,343,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,1,0,0,0.4820426487093154,0.19248035914702583,False
2016-11-12,929802.771943,521.7748439635242,27.5,13278,839,311,1782,2,0,2,2,True,True,False,0,0,0,1,0,1,1,1,0,0.4708193041526375,0.1745230078563412,False
2016-11-13,1188982.232398,667.217863298541,29.0,14446,849,285,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.4764309764309764,0.15993265993265993,False
2016-11-14,735723.172977,412.86373343265996,16.0,10519,730,355,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.409652076318743,0.19921436588103256,False
2016-11-15,691801.6290437999,388.21640238148143,18.0,13178,769,354,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.43153759820426485,0.19865319865319866,False
2016-11-16,830431.7415873,466.01107833181817,19.0,20041,762,363,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.4276094276094276,0.2037037037037037,False
2016-11-17,615228.2560159,345.24593491352414,15.0,9983,748,363,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.41975308641975306,0.2037037037037037,False
2016-11-18,738265.552222,414.290433345679,20.0,15252,825,329,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.46296296296296297,0.18462401795735128,False
2016-11-19,935656.0010137,525.0594842950056,28.0,11708,850,311,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.4769921436588103,0.1745230078563412,False
2016-11-20,1125178.987911,631.413573462963,28.608,12877,841,289,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.4719416386083053,0.16217732884399552,False
2016-11-21,773762.280859,434.21003415207633,17.194499999999998,11295,771,323,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.43265993265993263,0.18125701459034793,False
2016-11-22,690281.251004,387.3632160516274,17.647,13276,782,330,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.4388327721661055,0.18518518518518517,False
2016-11-23,753685.041456,422.9433453737374,18.898,20488,818,345,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.4590347923681257,0.1936026936026936,False
2016-11-24,595457.3062203,334.1511258250842,18.0,11234,757,367,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.42480359147025815,0.2059483726150393,False
2016-11-25,737819.484836,414.0401149472503,20.0,17137,867,338,1782,1,0,1,1,True,True,False,0,0,1,0,0,0,0,1,0,0.48653198653198654,0.18967452300785634,False
2016-11-26,908066.823384,509.57734196633,26.11,12489,791,320,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.44388327721661053,0.17957351290684623,False
2016-11-27,1056721.5920875,592.9975264239619,29.0,13624,779,296,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.4371492704826038,0.16610549943883277,False
2016-11-28,752583.7680527,422.3253468309203,17.0,11861,779,340,1782,1,0,1,1,True,True,False,0,0,1,0,0,0,0,1,0,0.4371492704826038,0.19079685746352412,False
2016-11-29,645760.5082353,362.3796342510101,16.0,13347,744,364,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.4175084175084175,0.20426487093153758,False
2016-11-30,767361.704324,430.6182403613917,19.0,19424,789,339,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.44276094276094274,0.19023569023569023,False
2016-12-01,843603.315088,473.4025337194164,22.0,12985,805,315,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.45173961840628507,0.17676767676767677,False
2016-12-02,853454.930795,478.93093759539846,25.0,18819,869,328,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.4876543209876543,0.1840628507295174,False
2016-12-03,1113440.567059,624.8263563742986,35.0,14279,832,264,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.4668911335578002,0.14814814814814814,False
2016-12-04,1276195.0362097,716.1588306451739,35.0,15186,831,252,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.4663299663299663,0.1414141414141414,False
2016-12-05,896824.938971,503.2687648546577,23.0,13159,781,296,1782,1,0,1,1,True,True,False,1,0,0,0,0,0,1,0,0,0.4382716049382716,0.16610549943883277,False
2016-12-06,932546.385931,523.3144702194164,26.987499,15573,801,293,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,1,0,0,0.4494949494949495,0.1644219977553311,False
2016-12-07,867653.7351403,486.8988412684063,23.0,26861,885,317,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.49663299663299665,0.17789001122334455,False
2016-12-08,674077.382905,378.2701363103255,23.0,13681,825,311,1782,1,0,1,1,True,True,False,0,0,0,1,0,0,1,0,0,0.46296296296296297,0.1745230078563412,False
2016-12-09,774941.923982,434.8720112132435,29.0,19275,914,321,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.5129068462401796,0.18013468013468015,False
2016-12-10,920050.745917,516.3023265527497,34.0,14826,847,294,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.47530864197530864,0.16498316498316498,False
2016-12-11,1119324.243986,628.1280830448934,32.0,16281,845,289,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.47418630751964086,0.16217732884399552,False
2016-12-12,844251.703802,473.76638821661055,22.0,13791,809,314,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.45398428731762064,0.17620650953984288,False
2016-12-13,747161.615593,419.2826125662177,23.0,16204,799,310,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.4483726150392817,0.1739618406285073,False
2016-12-14,829763.2190675,465.6359254026375,25.0,21728,827,322,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.46408529741863075,0.18069584736251404,False
2016-12-15,747641.1828753001,419.5517300085859,26.0,14623,838,325,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.4702581369248036,0.18237934904601572,False
2016-12-16,918899.786306,515.656445738496,32.0,20131,923,297,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.5179573512906847,0.16666666666666666,False
2016-12-17,1071655.6282493,601.3780180972502,38.5,15863,854,275,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.4792368125701459,0.15432098765432098,False
2016-12-18,1260471.9085900001,707.3355267059485,40.5,17228,851,259,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.4775533108866442,0.14534231200897868,False
2016-12-19,1028242.8227987,577.0161744100449,31.5,15014,833,269,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.4674523007856341,0.15095398428731763,False
2016-12-20,1080402.388032,606.286413037037,35.0,17863,865,280,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.48540965207631875,0.15712682379349047,False
2016-12-21,1181307.3270735,662.9109579537037,39.0,23427,890,263,1782,1,0,1,1,True,True,False,1,0,0,0,0,0,0,1,0,0.4994388327721661,0.14758698092031425,False
2016-12-22,1135849.391084,637.4014540314254,42.0,15486,849,280,1782,2,0,2,2,True,True,False,1,0,0,1,0,0,1,1,0,0.4764309764309764,0.15712682379349047,False
2016-12-23,1282145.5171351,719.4980455303591,46.552499999999995,21531,950,271,1782,1,0,1,1,True,True,False,1,0,0,0,0,0,0,1,0,0.5331088664421998,0.1520763187429854,False
2016-12-24,1246837.8430543,699.6845359451739,47.0,15250,836,249,1782,1,0,1,1,True,True,False,1,0,0,0,0,0,0,1,0,0.4691358024691358,0.13973063973063973,False
2016-12-26,1032770.748898,579.5570981470258,34.0,14818,826,269,1782,1,0,1,1,True,True,False,1,0,0,0,0,0,0,1,0,0.46352413019079686,0.15095398428731763,False
2016-12-27,842475.490118,472.7696353075196,29.0,16147,777,285,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.43602693602693604,0.15993265993265993,False
2016-12-28,951533.7138481,533.9695363906285,34.0,23634,899,277,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.5044893378226711,0.15544332210998876,False
2016-12-29,894108.236835,501.74424064814815,35.0,15877,860,278,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.4826038159371493,0.15600448933782268,False
2016-12-30,1163643.0379923,652.9983378183501,42.0,21974,947,272,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.5314253647586981,0.1526374859708193,False
2016-12-31,1109012.812049,622.3416453698093,45.0,15984,845,253,1782,1,0,1,1,True,True,False,1,0,0,0,0,0,0,1,0,0.47418630751964086,0.1419753086419753,False
2017-01-01,12082.500997,6.780303589786756,0.0,170,15,1754,1782,1,1,1,0,True,False,True,0,0,0,1,0,0,0,1,0,0.008417508417508417,0.9842873176206509,True
2017-01-02,1402306.370834,786.928378694725,39.0,11812,855,242,1782,1,0,1,1,True,True,False,0,0,0,0,1,0,0,1,0,0.4797979797979798,0.13580246913580246,False
2017-01-03,1104377.0798245,619.7402243684063,28.533,13906,830,264,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.4657687991021324,0.14814814814814814,False
2017-01-04,990093.463742,555.6080043445567,27.0,22918,872,273,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.489337822671156,0.1531986531986532,False
2017-01-05,777620.9540695,436.3753951007295,25.0,8550,849,283,1782,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0.4764309764309764,0.15881032547699214,False
